accession,predicted_CT,actual_CT,predicted_CG,actual_CG,predicted_TG,actual_TG,predicted_CA,actual_CA,predicted_TT,actual_TT,predicted_TA,actual_TA,predicted_GG,actual_GG,predicted_AG,actual_AG,predicted_CC,actual_CC,predicted_GT,actual_GT,predicted_GA,actual_GA,predicted_AT,actual_AT,predicted_TC,actual_TC,predicted_AA,actual_AA,predicted_GC,actual_GC,predicted_AC,actual_AC
CP000544,0.055,0.058,0.115,0.128,0.05,0.055,0.059,0.067,0.024,0.02,0.026,0.016,0.105,0.082,0.054,0.056,0.126,0.097,0.05,0.047,0.054,0.066,0.026,0.035,0.055,0.068,0.027,0.022,0.115,0.126,0.059,0.057
CP003153,0.056,0.058,0.107,0.101,0.057,0.07,0.056,0.07,0.03,0.032,0.03,0.016,0.108,0.094,0.057,0.059,0.106,0.092,0.057,0.048,0.057,0.06,0.03,0.038,0.056,0.059,0.03,0.032,0.107,0.122,0.056,0.048
CP000285,0.057,0.053,0.102,0.124,0.058,0.068,0.057,0.067,0.033,0.029,0.033,0.018,0.103,0.073,0.058,0.054,0.101,0.071,0.058,0.054,0.058,0.069,0.033,0.047,0.057,0.068,0.033,0.029,0.102,0.123,0.057,0.053
CP003915,0.062,0.053,0.074,0.081,0.062,0.08,0.062,0.079,0.053,0.05,0.052,0.038,0.074,0.06,0.062,0.053,0.074,0.06,0.062,0.055,0.062,0.059,0.052,0.068,0.062,0.06,0.052,0.049,0.074,0.099,0.062,0.055
CP001928,0.061,0.065,0.048,0.049,0.062,0.07,0.061,0.069,0.079,0.079,0.079,0.047,0.048,0.044,0.062,0.065,0.047,0.043,0.062,0.045,0.062,0.078,0.079,0.084,0.061,0.077,0.079,0.079,0.048,0.061,0.061,0.045
CP006644,0.055,0.048,0.111,0.151,0.056,0.058,0.055,0.058,0.028,0.026,0.028,0.014,0.112,0.075,0.056,0.048,0.111,0.075,0.056,0.045,0.056,0.071,0.028,0.049,0.055,0.071,0.028,0.026,0.111,0.141,0.055,0.045
CP000513,0.063,0.04,0.049,0.085,0.061,0.067,0.062,0.069,0.078,0.087,0.077,0.058,0.048,0.041,0.061,0.038,0.051,0.042,0.061,0.049,0.061,0.053,0.077,0.092,0.063,0.056,0.076,0.085,0.049,0.087,0.062,0.05
AM180252,0.055,0.066,0.028,0.013,0.056,0.065,0.055,0.065,0.111,0.092,0.111,0.112,0.028,0.029,0.056,0.067,0.027,0.029,0.056,0.055,0.056,0.057,0.111,0.112,0.055,0.056,0.112,0.093,0.028,0.034,0.055,0.054
AP008971,0.056,0.058,0.026,0.023,0.055,0.067,0.055,0.068,0.117,0.105,0.115,0.09,0.025,0.025,0.053,0.055,0.027,0.026,0.055,0.05,0.053,0.065,0.115,0.118,0.056,0.068,0.112,0.102,0.026,0.03,0.055,0.05
CP003597,0.062,0.066,0.049,0.054,0.062,0.067,0.062,0.067,0.077,0.073,0.077,0.066,0.049,0.041,0.062,0.066,0.05,0.041,0.062,0.056,0.062,0.065,0.077,0.077,0.062,0.066,0.077,0.073,0.049,0.065,0.062,0.056
CP009460,0.061,0.051,0.081,0.101,0.061,0.072,0.061,0.072,0.046,0.045,0.047,0.035,0.081,0.064,0.062,0.051,0.08,0.064,0.061,0.056,0.062,0.061,0.047,0.06,0.061,0.06,0.047,0.046,0.081,0.107,0.061,0.056
CP002105,0.057,0.075,0.034,0.021,0.058,0.058,0.058,0.057,0.1,0.085,0.1,0.102,0.034,0.036,0.059,0.076,0.033,0.036,0.058,0.046,0.059,0.067,0.1,0.105,0.057,0.065,0.101,0.086,0.034,0.041,0.058,0.045
CP001683,0.055,0.047,0.113,0.143,0.055,0.059,0.055,0.059,0.027,0.023,0.027,0.012,0.113,0.083,0.055,0.046,0.114,0.083,0.055,0.07,0.055,0.073,0.027,0.028,0.055,0.073,0.027,0.024,0.113,0.106,0.055,0.071
AP010946,0.054,0.05,0.115,0.138,0.054,0.06,0.055,0.06,0.026,0.025,0.026,0.011,0.115,0.088,0.055,0.05,0.115,0.088,0.054,0.048,0.055,0.068,0.026,0.041,0.054,0.067,0.026,0.026,0.115,0.132,0.055,0.048
CP009122,0.058,0.049,0.102,0.146,0.057,0.056,0.058,0.057,0.033,0.033,0.033,0.017,0.101,0.068,0.057,0.048,0.103,0.069,0.057,0.046,0.057,0.073,0.033,0.053,0.058,0.074,0.033,0.034,0.102,0.131,0.058,0.047
AE000657,0.061,0.079,0.047,0.045,0.061,0.05,0.062,0.05,0.079,0.08,0.08,0.071,0.047,0.051,0.062,0.079,0.047,0.05,0.061,0.059,0.062,0.076,0.08,0.058,0.061,0.074,0.081,0.081,0.047,0.039,0.062,0.06
CP002017,0.06,0.051,0.087,0.097,0.061,0.065,0.06,0.064,0.042,0.044,0.042,0.023,0.089,0.083,0.061,0.052,0.086,0.08,0.061,0.056,0.061,0.075,0.042,0.055,0.06,0.073,0.042,0.044,0.087,0.083,0.06,0.055
CP003313,0.06,0.052,0.04,0.046,0.06,0.074,0.06,0.074,0.089,0.086,0.089,0.073,0.041,0.037,0.06,0.053,0.04,0.037,0.06,0.058,0.06,0.058,0.089,0.093,0.06,0.057,0.09,0.086,0.04,0.057,0.06,0.058
CP001154,0.059,0.053,0.097,0.104,0.059,0.076,0.059,0.078,0.035,0.035,0.035,0.018,0.097,0.078,0.059,0.054,0.097,0.078,0.059,0.055,0.059,0.058,0.035,0.045,0.059,0.059,0.035,0.034,0.097,0.121,0.059,0.055
CP003493,0.054,0.054,0.118,0.13,0.053,0.059,0.054,0.06,0.024,0.017,0.024,0.01,0.118,0.093,0.054,0.054,0.118,0.093,0.053,0.057,0.054,0.076,0.024,0.034,0.054,0.076,0.025,0.018,0.118,0.111,0.054,0.057
CP002902,0.059,0.053,0.095,0.124,0.059,0.063,0.06,0.065,0.037,0.035,0.037,0.019,0.094,0.066,0.059,0.053,0.096,0.067,0.059,0.056,0.059,0.074,0.037,0.048,0.059,0.075,0.037,0.036,0.095,0.109,0.06,0.057
CP002514,0.059,0.054,0.094,0.104,0.059,0.073,0.059,0.073,0.037,0.04,0.037,0.018,0.094,0.076,0.059,0.054,0.094,0.076,0.059,0.059,0.059,0.062,0.037,0.041,0.059,0.062,0.037,0.04,0.094,0.11,0.059,0.059
AP011615,0.06,0.062,0.048,0.044,0.06,0.065,0.06,0.066,0.076,0.073,0.075,0.072,0.047,0.052,0.06,0.061,0.048,0.053,0.06,0.055,0.06,0.065,0.075,0.086,0.06,0.065,0.075,0.073,0.048,0.051,0.06,0.056
CP002390,0.068,0.069,0.031,0.03,0.052,0.063,0.062,0.074,0.115,0.1,0.104,0.078,0.023,0.025,0.047,0.045,0.04,0.039,0.052,0.048,0.047,0.057,0.104,0.11,0.068,0.086,0.094,0.089,0.031,0.033,0.062,0.054
CP002056,0.061,0.061,0.045,0.046,0.061,0.077,0.061,0.078,0.082,0.075,0.082,0.074,0.045,0.037,0.061,0.061,0.045,0.036,0.061,0.057,0.061,0.052,0.082,0.085,0.061,0.052,0.083,0.076,0.045,0.076,0.061,0.057
FO203431,0.048,0.05,0.137,0.162,0.048,0.053,0.048,0.054,0.017,0.011,0.017,0.007,0.138,0.1,0.048,0.05,0.137,0.099,0.048,0.059,0.048,0.064,0.017,0.016,0.048,0.064,0.017,0.011,0.137,0.143,0.048,0.058
CP002955,0.059,0.061,0.036,0.023,0.059,0.069,0.059,0.069,0.095,0.091,0.096,0.08,0.036,0.046,0.059,0.061,0.036,0.046,0.059,0.049,0.059,0.062,0.096,0.1,0.059,0.062,0.096,0.091,0.036,0.042,0.059,0.049
CP002810,0.048,0.047,0.136,0.189,0.048,0.045,0.048,0.045,0.017,0.011,0.017,0.008,0.136,0.084,0.048,0.046,0.137,0.084,0.048,0.062,0.048,0.071,0.017,0.016,0.048,0.072,0.017,0.011,0.136,0.147,0.048,0.062
AM711867,0.05,0.049,0.132,0.179,0.05,0.046,0.049,0.046,0.019,0.012,0.019,0.008,0.132,0.085,0.049,0.048,0.132,0.084,0.05,0.056,0.049,0.075,0.019,0.025,0.05,0.075,0.018,0.012,0.132,0.143,0.049,0.056
CP002543,0.056,0.08,0.031,0.016,0.057,0.057,0.057,0.057,0.105,0.101,0.106,0.085,0.031,0.033,0.057,0.08,0.03,0.032,0.057,0.05,0.057,0.071,0.106,0.083,0.056,0.07,0.106,0.102,0.031,0.033,0.057,0.049
CP000509,0.051,0.052,0.128,0.159,0.051,0.052,0.051,0.051,0.02,0.014,0.02,0.009,0.129,0.091,0.051,0.051,0.128,0.09,0.051,0.06,0.051,0.072,0.02,0.022,0.051,0.072,0.02,0.014,0.128,0.13,0.051,0.06
FO203503,0.061,0.054,0.043,0.034,0.061,0.078,0.06,0.077,0.086,0.085,0.086,0.058,0.043,0.05,0.061,0.054,0.043,0.049,0.061,0.049,0.061,0.065,0.086,0.098,0.061,0.065,0.085,0.084,0.043,0.051,0.06,0.048
CP003260,0.059,0.064,0.038,0.035,0.059,0.068,0.059,0.068,0.093,0.088,0.093,0.073,0.038,0.036,0.06,0.064,0.038,0.036,0.059,0.06,0.06,0.069,0.093,0.085,0.059,0.068,0.094,0.088,0.038,0.039,0.059,0.059
CP003630,0.062,0.066,0.053,0.049,0.062,0.071,0.062,0.071,0.072,0.071,0.072,0.056,0.053,0.049,0.062,0.066,0.054,0.049,0.062,0.056,0.062,0.068,0.072,0.072,0.062,0.068,0.072,0.07,0.053,0.062,0.062,0.056
CP001820,0.059,0.059,0.037,0.037,0.059,0.069,0.059,0.068,0.094,0.078,0.094,0.097,0.038,0.036,0.06,0.059,0.037,0.035,0.059,0.058,0.06,0.057,0.094,0.106,0.059,0.057,0.094,0.078,0.037,0.049,0.059,0.058
AP014821,0.056,0.06,0.028,0.026,0.055,0.057,0.056,0.058,0.111,0.101,0.111,0.104,0.028,0.032,0.056,0.06,0.028,0.032,0.055,0.05,0.056,0.062,0.111,0.113,0.056,0.062,0.111,0.102,0.028,0.031,0.056,0.051
CP001965,0.061,0.055,0.083,0.095,0.061,0.078,0.061,0.076,0.045,0.043,0.045,0.025,0.083,0.062,0.061,0.055,0.082,0.061,0.061,0.053,0.061,0.067,0.045,0.06,0.061,0.066,0.045,0.043,0.083,0.108,0.061,0.053
CP003364,0.059,0.057,0.097,0.117,0.059,0.057,0.058,0.057,0.036,0.037,0.036,0.016,0.097,0.078,0.059,0.057,0.097,0.077,0.059,0.055,0.059,0.081,0.036,0.043,0.059,0.081,0.035,0.037,0.097,0.095,0.058,0.054
CP003558,0.062,0.062,0.059,0.046,0.063,0.073,0.062,0.072,0.067,0.069,0.066,0.052,0.059,0.063,0.062,0.063,0.058,0.062,0.063,0.052,0.062,0.064,0.066,0.074,0.062,0.064,0.066,0.068,0.059,0.065,0.062,0.052
CP003108,0.06,0.064,0.046,0.039,0.062,0.068,0.061,0.067,0.081,0.077,0.082,0.07,0.047,0.05,0.062,0.065,0.045,0.048,0.062,0.05,0.062,0.067,0.082,0.088,0.06,0.065,0.082,0.079,0.046,0.056,0.061,0.049
CP002349,0.058,0.064,0.032,0.021,0.057,0.067,0.057,0.067,0.105,0.095,0.104,0.087,0.031,0.035,0.057,0.063,0.032,0.035,0.057,0.046,0.057,0.064,0.104,0.109,0.058,0.065,0.103,0.094,0.032,0.042,0.057,0.045
CP000724,0.058,0.064,0.034,0.02,0.058,0.068,0.058,0.068,0.1,0.086,0.1,0.09,0.034,0.038,0.059,0.065,0.033,0.038,0.058,0.05,0.059,0.065,0.1,0.109,0.058,0.064,0.1,0.086,0.034,0.038,0.058,0.05
HF680312,0.062,0.058,0.054,0.066,0.062,0.07,0.063,0.072,0.071,0.067,0.071,0.064,0.054,0.043,0.062,0.058,0.055,0.044,0.062,0.058,0.062,0.059,0.071,0.078,0.062,0.059,0.072,0.068,0.054,0.078,0.063,0.059
CP009440,0.055,0.069,0.026,0.014,0.054,0.063,0.055,0.065,0.115,0.092,0.114,0.116,0.026,0.024,0.054,0.068,0.027,0.025,0.054,0.05,0.054,0.057,0.114,0.119,0.055,0.058,0.114,0.091,0.026,0.039,0.055,0.05
CP001230,0.058,0.078,0.034,0.015,0.06,0.066,0.056,0.061,0.101,0.084,0.099,0.089,0.036,0.039,0.059,0.078,0.033,0.036,0.06,0.053,0.059,0.074,0.099,0.096,0.058,0.072,0.096,0.079,0.034,0.032,0.056,0.05
AP011121,0.063,0.058,0.07,0.064,0.062,0.084,0.063,0.085,0.055,0.054,0.055,0.041,0.069,0.062,0.062,0.057,0.071,0.063,0.062,0.053,0.062,0.052,0.055,0.067,0.063,0.053,0.055,0.055,0.07,0.1,0.063,0.054
CP001322,0.062,0.055,0.074,0.077,0.062,0.069,0.062,0.069,0.052,0.058,0.052,0.033,0.074,0.075,0.062,0.054,0.075,0.076,0.062,0.049,0.062,0.064,0.052,0.063,0.062,0.065,0.052,0.058,0.074,0.086,0.062,0.049
FP929050,0.046,0.045,0.042,0.046,0.061,0.08,0.053,0.069,0.067,0.064,0.077,0.062,0.056,0.054,0.071,0.071,0.032,0.032,0.061,0.055,0.071,0.088,0.077,0.097,0.046,0.055,0.089,0.077,0.042,0.053,0.053,0.051
CP006664,0.061,0.058,0.086,0.1,0.06,0.069,0.061,0.07,0.042,0.037,0.043,0.039,0.086,0.067,0.061,0.059,0.086,0.067,0.06,0.05,0.061,0.061,0.043,0.06,0.061,0.061,0.043,0.037,0.086,0.116,0.061,0.05
CP003466,0.059,0.052,0.095,0.104,0.059,0.071,0.059,0.071,0.037,0.037,0.037,0.022,0.094,0.079,0.059,0.052,0.095,0.08,0.059,0.055,0.059,0.063,0.037,0.049,0.059,0.063,0.037,0.036,0.095,0.109,0.059,0.056
CP003870,0.067,0.065,0.049,0.049,0.06,0.065,0.063,0.072,0.082,0.076,0.077,0.06,0.044,0.044,0.057,0.058,0.055,0.054,0.06,0.049,0.057,0.063,0.077,0.088,0.067,0.076,0.074,0.071,0.049,0.06,0.063,0.05
HG938353,0.059,0.054,0.094,0.124,0.059,0.059,0.06,0.06,0.037,0.037,0.037,0.018,0.093,0.07,0.059,0.053,0.096,0.073,0.059,0.047,0.059,0.077,0.037,0.054,0.059,0.077,0.037,0.038,0.094,0.113,0.06,0.048
CP003470,0.055,0.052,0.114,0.14,0.055,0.067,0.055,0.067,0.027,0.025,0.026,0.013,0.113,0.077,0.055,0.051,0.114,0.077,0.055,0.053,0.055,0.059,0.026,0.035,0.055,0.059,0.026,0.025,0.114,0.147,0.055,0.053
CP000749,0.061,0.062,0.045,0.047,0.061,0.073,0.062,0.074,0.082,0.077,0.082,0.069,0.045,0.039,0.061,0.061,0.046,0.04,0.061,0.057,0.061,0.06,0.082,0.083,0.061,0.06,0.083,0.077,0.045,0.064,0.062,0.058
CP000319,0.059,0.05,0.095,0.131,0.059,0.061,0.059,0.061,0.037,0.037,0.037,0.019,0.095,0.067,0.059,0.051,0.095,0.067,0.059,0.051,0.059,0.074,0.037,0.053,0.059,0.074,0.037,0.037,0.095,0.117,0.059,0.051
CP002959,0.062,0.058,0.072,0.098,0.062,0.069,0.062,0.069,0.054,0.055,0.054,0.035,0.072,0.049,0.062,0.057,0.072,0.049,0.062,0.054,0.062,0.067,0.054,0.06,0.062,0.068,0.054,0.055,0.072,0.103,0.062,0.054
CP000088,0.055,0.055,0.114,0.129,0.055,0.061,0.055,0.062,0.026,0.024,0.026,0.014,0.114,0.088,0.055,0.055,0.114,0.087,0.055,0.062,0.055,0.068,0.026,0.027,0.055,0.068,0.026,0.024,0.114,0.116,0.055,0.061
CP001699,0.062,0.061,0.051,0.049,0.061,0.072,0.063,0.074,0.074,0.062,0.075,0.071,0.05,0.048,0.062,0.061,0.052,0.05,0.061,0.058,0.062,0.062,0.075,0.086,0.062,0.063,0.076,0.064,0.051,0.06,0.063,0.06
CP007034,0.062,0.056,0.067,0.079,0.061,0.065,0.064,0.067,0.057,0.053,0.058,0.048,0.066,0.058,0.063,0.057,0.068,0.059,0.061,0.059,0.063,0.071,0.058,0.068,0.062,0.071,0.06,0.056,0.067,0.071,0.064,0.061
CP002666,0.047,0.044,0.14,0.193,0.047,0.046,0.047,0.045,0.016,0.01,0.016,0.007,0.14,0.086,0.047,0.044,0.139,0.086,0.047,0.065,0.047,0.07,0.016,0.014,0.047,0.069,0.016,0.01,0.14,0.148,0.047,0.065
AP012035,0.055,0.049,0.114,0.151,0.055,0.056,0.055,0.056,0.026,0.026,0.026,0.012,0.113,0.08,0.054,0.047,0.116,0.082,0.055,0.044,0.054,0.07,0.026,0.047,0.055,0.07,0.026,0.025,0.114,0.141,0.055,0.044
CP009495,0.055,0.046,0.114,0.147,0.055,0.062,0.055,0.062,0.027,0.022,0.027,0.012,0.113,0.078,0.055,0.046,0.114,0.078,0.055,0.065,0.055,0.07,0.027,0.033,0.055,0.07,0.027,0.023,0.114,0.12,0.055,0.065
CP007035,0.062,0.053,0.051,0.056,0.062,0.069,0.062,0.069,0.075,0.075,0.075,0.068,0.051,0.055,0.062,0.053,0.051,0.055,0.062,0.052,0.062,0.055,0.075,0.087,0.062,0.055,0.075,0.075,0.051,0.071,0.062,0.052
CP002667,0.06,0.05,0.04,0.049,0.059,0.071,0.061,0.072,0.09,0.088,0.09,0.074,0.039,0.038,0.06,0.049,0.04,0.039,0.059,0.054,0.06,0.056,0.09,0.097,0.06,0.058,0.091,0.089,0.04,0.059,0.061,0.055
CP003563,0.059,0.055,0.096,0.128,0.059,0.059,0.059,0.059,0.036,0.036,0.036,0.018,0.096,0.069,0.059,0.055,0.097,0.07,0.059,0.048,0.059,0.077,0.036,0.051,0.059,0.077,0.036,0.036,0.096,0.116,0.059,0.047
AM236080,0.06,0.054,0.093,0.123,0.059,0.06,0.06,0.062,0.038,0.037,0.038,0.018,0.091,0.066,0.059,0.054,0.096,0.07,0.059,0.046,0.059,0.076,0.038,0.056,0.06,0.077,0.038,0.038,0.093,0.116,0.06,0.046
CP004025,0.053,0.059,0.12,0.133,0.053,0.061,0.053,0.062,0.024,0.021,0.024,0.009,0.12,0.085,0.054,0.061,0.119,0.086,0.053,0.055,0.054,0.069,0.024,0.025,0.053,0.068,0.024,0.021,0.12,0.131,0.053,0.054
CP000089,0.061,0.056,0.088,0.102,0.061,0.071,0.06,0.07,0.042,0.043,0.042,0.022,0.088,0.069,0.06,0.055,0.088,0.069,0.061,0.051,0.06,0.067,0.042,0.053,0.061,0.067,0.041,0.043,0.088,0.11,0.06,0.051
CP010820,0.059,0.059,0.035,0.033,0.059,0.07,0.059,0.07,0.097,0.086,0.097,0.087,0.035,0.034,0.059,0.059,0.035,0.035,0.059,0.054,0.059,0.06,0.097,0.104,0.059,0.06,0.097,0.086,0.035,0.048,0.059,0.054
CP009302,0.058,0.055,0.101,0.133,0.057,0.056,0.058,0.057,0.033,0.033,0.033,0.019,0.1,0.071,0.058,0.055,0.102,0.072,0.057,0.053,0.058,0.076,0.033,0.043,0.058,0.076,0.034,0.034,0.101,0.114,0.058,0.054
CP000820,0.051,0.048,0.127,0.156,0.051,0.053,0.051,0.053,0.021,0.016,0.021,0.011,0.127,0.093,0.051,0.048,0.126,0.093,0.051,0.06,0.051,0.069,0.021,0.025,0.051,0.069,0.021,0.016,0.127,0.129,0.051,0.059
CP002630,0.054,0.059,0.116,0.129,0.054,0.054,0.054,0.052,0.025,0.027,0.025,0.02,0.117,0.094,0.055,0.059,0.115,0.093,0.054,0.054,0.055,0.066,0.025,0.024,0.054,0.065,0.025,0.027,0.116,0.121,0.054,0.055
CP007062,0.053,0.068,0.018,0.003,0.048,0.056,0.05,0.057,0.14,0.12,0.133,0.124,0.016,0.021,0.046,0.06,0.02,0.025,0.048,0.041,0.046,0.053,0.133,0.132,0.053,0.062,0.127,0.112,0.018,0.025,0.05,0.042
CP000031,0.057,0.051,0.103,0.121,0.058,0.068,0.057,0.068,0.032,0.031,0.032,0.016,0.104,0.08,0.058,0.051,0.103,0.079,0.058,0.048,0.058,0.067,0.032,0.051,0.057,0.066,0.032,0.03,0.103,0.125,0.057,0.048
FP929047,0.048,0.056,0.091,0.135,0.048,0.06,0.048,0.061,0.025,0.029,0.025,0.019,0.09,0.073,0.048,0.056,0.092,0.075,0.048,0.054,0.048,0.068,0.025,0.037,0.048,0.068,0.025,0.028,0.091,0.128,0.048,0.055
CP003488,0.061,0.057,0.043,0.045,0.06,0.072,0.061,0.073,0.086,0.079,0.086,0.078,0.042,0.039,0.061,0.057,0.043,0.039,0.06,0.056,0.061,0.058,0.086,0.095,0.061,0.058,0.087,0.079,0.043,0.06,0.061,0.056
CP004121,0.05,0.059,0.022,0.009,0.053,0.062,0.051,0.061,0.121,0.103,0.124,0.121,0.023,0.026,0.054,0.063,0.021,0.024,0.053,0.045,0.054,0.059,0.124,0.132,0.05,0.054,0.127,0.107,0.022,0.031,0.051,0.044
AP009510,0.055,0.057,0.031,0.039,0.058,0.061,0.056,0.059,0.102,0.097,0.105,0.091,0.032,0.031,0.059,0.062,0.03,0.03,0.058,0.049,0.059,0.064,0.105,0.105,0.055,0.059,0.108,0.102,0.031,0.047,0.056,0.048
CP002364,0.06,0.054,0.087,0.092,0.06,0.072,0.061,0.072,0.042,0.043,0.042,0.021,0.087,0.077,0.061,0.054,0.087,0.077,0.06,0.052,0.061,0.068,0.042,0.056,0.06,0.069,0.042,0.043,0.087,0.098,0.061,0.052
FR872582,0.061,0.069,0.044,0.039,0.06,0.07,0.061,0.07,0.085,0.083,0.085,0.052,0.043,0.039,0.061,0.069,0.044,0.04,0.06,0.049,0.061,0.077,0.085,0.081,0.061,0.077,0.085,0.084,0.044,0.052,0.061,0.049
BA000012,0.059,0.053,0.098,0.126,0.058,0.064,0.059,0.064,0.035,0.035,0.035,0.016,0.097,0.071,0.058,0.052,0.1,0.073,0.058,0.047,0.058,0.071,0.035,0.051,0.059,0.072,0.035,0.035,0.098,0.123,0.059,0.048
CP003349,0.058,0.058,0.035,0.033,0.059,0.068,0.058,0.067,0.098,0.091,0.098,0.086,0.035,0.037,0.059,0.058,0.035,0.037,0.059,0.055,0.059,0.059,0.098,0.101,0.058,0.059,0.099,0.092,0.035,0.045,0.058,0.054
CU207211,0.062,0.051,0.074,0.093,0.062,0.077,0.062,0.077,0.052,0.051,0.052,0.032,0.074,0.054,0.062,0.051,0.074,0.055,0.062,0.052,0.062,0.064,0.052,0.07,0.062,0.064,0.052,0.051,0.074,0.106,0.062,0.052
CP009416,0.062,0.065,0.046,0.043,0.062,0.075,0.061,0.074,0.083,0.075,0.082,0.06,0.046,0.039,0.061,0.064,0.046,0.039,0.062,0.054,0.061,0.071,0.082,0.088,0.062,0.071,0.081,0.073,0.046,0.058,0.061,0.053
CP000267,0.06,0.054,0.09,0.096,0.06,0.082,0.06,0.082,0.041,0.042,0.04,0.019,0.09,0.069,0.06,0.054,0.09,0.069,0.06,0.056,0.06,0.057,0.04,0.047,0.06,0.057,0.04,0.041,0.09,0.119,0.06,0.055
HG315671,0.056,0.059,0.028,0.031,0.055,0.059,0.056,0.06,0.11,0.1,0.109,0.107,0.027,0.029,0.054,0.057,0.028,0.03,0.055,0.056,0.054,0.054,0.109,0.109,0.056,0.056,0.109,0.099,0.028,0.037,0.056,0.056
AE016825,0.057,0.055,0.105,0.122,0.057,0.069,0.057,0.069,0.031,0.032,0.031,0.017,0.105,0.078,0.057,0.055,0.105,0.078,0.057,0.047,0.057,0.058,0.031,0.042,0.057,0.058,0.031,0.031,0.105,0.141,0.057,0.046
AP014565,0.063,0.053,0.068,0.089,0.062,0.068,0.062,0.069,0.057,0.056,0.057,0.05,0.068,0.055,0.062,0.054,0.068,0.055,0.062,0.056,0.062,0.061,0.057,0.07,0.063,0.061,0.057,0.055,0.068,0.094,0.062,0.056
CP001071,0.061,0.056,0.078,0.078,0.062,0.069,0.062,0.069,0.049,0.053,0.049,0.03,0.078,0.078,0.062,0.056,0.077,0.076,0.062,0.049,0.062,0.068,0.049,0.061,0.061,0.066,0.049,0.054,0.078,0.088,0.062,0.049
CP001708,0.056,0.075,0.033,0.019,0.058,0.057,0.057,0.055,0.1,0.086,0.102,0.099,0.034,0.037,0.059,0.078,0.031,0.035,0.058,0.044,0.059,0.072,0.102,0.105,0.056,0.068,0.104,0.088,0.033,0.037,0.057,0.044
CP001821,0.05,0.048,0.131,0.171,0.05,0.052,0.05,0.052,0.019,0.013,0.019,0.008,0.131,0.087,0.05,0.047,0.132,0.087,0.05,0.063,0.05,0.069,0.019,0.019,0.05,0.07,0.019,0.013,0.131,0.137,0.05,0.063
CP000733,0.062,0.054,0.045,0.061,0.061,0.063,0.061,0.063,0.084,0.087,0.083,0.068,0.045,0.043,0.06,0.052,0.046,0.044,0.061,0.05,0.06,0.062,0.083,0.09,0.062,0.063,0.082,0.085,0.045,0.064,0.061,0.051
CP002831,0.063,0.072,0.054,0.046,0.062,0.064,0.062,0.065,0.072,0.074,0.072,0.065,0.053,0.055,0.062,0.072,0.054,0.056,0.062,0.041,0.062,0.056,0.072,0.075,0.063,0.058,0.072,0.074,0.054,0.084,0.062,0.041
AP012331,0.057,0.047,0.104,0.137,0.057,0.062,0.057,0.063,0.031,0.028,0.031,0.018,0.104,0.074,0.057,0.048,0.105,0.075,0.057,0.057,0.057,0.071,0.031,0.047,0.057,0.071,0.031,0.028,0.104,0.119,0.057,0.056
FO082060,0.062,0.049,0.059,0.087,0.063,0.063,0.062,0.062,0.066,0.068,0.066,0.051,0.06,0.051,0.063,0.05,0.059,0.051,0.063,0.052,0.063,0.068,0.066,0.08,0.062,0.068,0.066,0.068,0.059,0.08,0.062,0.051
BA000028,0.058,0.059,0.032,0.03,0.057,0.065,0.057,0.065,0.104,0.09,0.103,0.094,0.032,0.032,0.057,0.059,0.032,0.032,0.057,0.053,0.057,0.064,0.103,0.112,0.058,0.065,0.103,0.09,0.032,0.037,0.057,0.053
CP003236,0.054,0.049,0.116,0.138,0.054,0.062,0.054,0.061,0.026,0.022,0.025,0.011,0.116,0.089,0.054,0.049,0.116,0.089,0.054,0.046,0.054,0.069,0.025,0.047,0.054,0.069,0.025,0.022,0.116,0.134,0.054,0.045
CP000158,0.059,0.056,0.096,0.113,0.059,0.067,0.059,0.066,0.036,0.037,0.036,0.019,0.096,0.074,0.059,0.055,0.096,0.074,0.059,0.045,0.059,0.069,0.036,0.053,0.059,0.069,0.036,0.037,0.096,0.121,0.059,0.046
CP003646,0.061,0.061,0.047,0.056,0.061,0.069,0.061,0.07,0.08,0.077,0.08,0.068,0.047,0.036,0.062,0.061,0.047,0.036,0.061,0.059,0.062,0.061,0.08,0.078,0.061,0.061,0.081,0.078,0.047,0.067,0.061,0.059
CP002542,0.058,0.055,0.033,0.032,0.058,0.072,0.058,0.072,0.1,0.097,0.101,0.069,0.033,0.034,0.058,0.055,0.033,0.033,0.058,0.053,0.058,0.069,0.101,0.102,0.058,0.068,0.101,0.098,0.033,0.038,0.058,0.053
CP011047,0.061,0.055,0.08,0.106,0.061,0.068,0.061,0.068,0.047,0.046,0.047,0.038,0.08,0.059,0.061,0.055,0.081,0.059,0.061,0.053,0.061,0.06,0.047,0.057,0.061,0.061,0.047,0.046,0.08,0.116,0.061,0.053
CP001801,0.062,0.049,0.075,0.091,0.061,0.075,0.063,0.076,0.05,0.052,0.051,0.03,0.074,0.059,0.062,0.05,0.075,0.06,0.061,0.054,0.062,0.066,0.051,0.067,0.062,0.066,0.052,0.053,0.075,0.095,0.063,0.055
AP014800,0.056,0.052,0.112,0.138,0.055,0.057,0.055,0.058,0.028,0.027,0.028,0.013,0.111,0.083,0.055,0.053,0.112,0.084,0.055,0.043,0.055,0.072,0.028,0.047,0.056,0.072,0.027,0.026,0.112,0.133,0.055,0.043
